*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
29000.000000	2.16798e+07	29000.000000	2.96054e+07	29000.000000	4.36408e+07	29000.000000	4.36835e+07	29000.000000	128004    	29000.000000	471262    	29000.000000	152151    	29000.000000	151983    	29000.000000	239548    	
30000.000000	2.19135e+07	30000.000000	3.01817e+07	30000.000000	4.50141e+07	30000.000000	4.50579e+07	30000.000000	129886    	30000.000000	492200    	30000.000000	155404    	30000.000000	155076    	30000.000000	244570    	
32000.000000	2.23483e+07	32000.000000	3.12929e+07	32000.000000	4.77467e+07	32000.000000	4.77925e+07	32000.000000	133538    	32000.000000	534792    	32000.000000	161831    	32000.000000	161179    	32000.000000	254485    	
34000.000000	2.27445e+07	34000.000000	3.23532e+07	34000.000000	5.04616e+07	34000.000000	5.05092e+07	34000.000000	137054    	34000.000000	578292    	34000.000000	168159    	34000.000000	167177    	34000.000000	264241    	
36000.000000	2.31069e+07	36000.000000	3.33673e+07	36000.000000	5.31602e+07	36000.000000	5.32095e+07	36000.000000	140445    	36000.000000	622654    	36000.000000	174391    	36000.000000	173079    	36000.000000	273853    	
38000.000000	2.34395e+07	38000.000000	3.43391e+07	38000.000000	5.58435e+07	38000.000000	5.58945e+07	38000.000000	143725    	38000.000000	667848    	38000.000000	180529    	38000.000000	178892    	38000.000000	283330    	
40000.000000	2.37456e+07	40000.000000	3.52721e+07	40000.000000	5.85126e+07	40000.000000	5.85652e+07	40000.000000	146902    	40000.000000	713852    	40000.000000	186576    	40000.000000	184619    	40000.000000	292681    	
42000.000000	2.40283e+07	42000.000000	3.61694e+07	42000.000000	6.11684e+07	42000.000000	6.12225e+07	42000.000000	149985    	42000.000000	760652    	42000.000000	192533    	42000.000000	190267    	42000.000000	301912    	
44000.000000	2.429e+07 	44000.000000	3.70336e+07	44000.000000	6.38117e+07	44000.000000	6.38672e+07	44000.000000	152982    	44000.000000	808232    	44000.000000	198403    	44000.000000	195837    	44000.000000	311028    	
46000.000000	2.45329e+07	46000.000000	3.78673e+07	46000.000000	6.64431e+07	46000.000000	6.65001e+07	46000.000000	155899    	46000.000000	856581    	46000.000000	204187    	46000.000000	201333    	46000.000000	320033    	
48000.000000	2.47589e+07	48000.000000	3.86724e+07	48000.000000	6.90635e+07	48000.000000	6.91218e+07	48000.000000	158742    	48000.000000	905687    	48000.000000	209887    	48000.000000	206756    	48000.000000	328932    	
50000.000000	2.49695e+07	50000.000000	3.94511e+07	50000.000000	7.16733e+07	50000.000000	7.17329e+07	50000.000000	161516    	50000.000000	955530    	50000.000000	215504    	50000.000000	212110    	50000.000000	337727    	
